,name,occupation_x,rhodes_scholar,schools,degrees,full_name,DOB,occupation_y,spouses,offspring
707,Jim Cooper,,1975.0,"University of North Carolina, Chapel Hill,Oriel College, Oxford,Harvard University","MA,JD,BA",James Hayes Shofner Cooper,1954-06-19 00:00:00,,Martha Hayes,3
708,Russ Feingold,,1975.0,"University of Wisconsin–Madison,Magdalen College, Oxford,Harvard University","JD,BA",Russell Dana Feingold,1953-03-02 00:00:00,,Sue Levine,2
709,Mike Fitzpatrick,footballer,1975.0,,,,,,,
710,Pat Haden,,1975.0,,,,,,,
711,Peter King,Australian politician,1975.0,"University of Sydney,University of Oxford",,,1952-06-29 00:00:00,Barrister,,
712,Scott Matheson Jr.,,1975.0,,,,,,,
713,Michael G. McCaffery,,1975.0,"Princeton University,Merton College, Oxford,Stanford University",,,,Managing Director,,
714,James Merrell,,1975.0,,,,,,,
715,Michael Poliakoff,,1975.0,,,,,,,
716,Mel Reynolds,,1975.0,"University of Illinois, Urbana-Champaign,Lincoln College, Oxford,Harvard University","LLB,BA,MPA",Melvin Reynolds,1952-01-08 00:00:00,,,
717,Larry Sabato,,1975.0,"University of Virginia,Queen's College, Oxford","MA,BA,PhD",Larry Joseph Sabato,1952-08-07 00:00:00,,,
718,Michael Sandel,,1975.0,"Brandeis University,Balliol College, Oxford",,Michael Joseph Sandel,1953-03-05 00:00:00,,,
719,James Basker,,1976.0,,,,,,,
720,Hans-Paul B%C3%BCrkner,,1976.0,,,,,,,
721,Edwin Cameron,,1976.0,"Stellenbosch University,Keble College,Oxford,University of South Africa",Oxford,,1953-02-15 00:00:00,,,
722,Ash Carter,,1976.0,"Yale University,St John's College, Oxford","DPhil,BA",Ashton Baldwin Carter,1954-09-24 00:00:00,,Clayton Spencer,2
723,William Cronon,,1976.0,"University of Wisconsin–Madison,Jesus College, Oxford,Yale University",,,1954-09-11 00:00:00,Historian,,
724,Ches Crosbie,,1976.0,,,Chesley Furneaux Crosbie,1953-06-12 00:00:00,Lawyer,,
725,A. Douglas Stone,,1976.0,,,,,,,
726,Salim Yusuf,,1976.0,"St. John's Medical College,Oxford University",,,1952-11-26 00:00:00,,,
727,Daniel Fournier,,1977.0,,,,,,,
728,Laura Garwin,,1977.0,,,,,,,
729,Eileen E. Gillese,,1977.0,,,,,,,
730,Gerrit W. Gong,,1977.0,,,,,,,
731,David Hatendi,,1977.0,"Peterhouse Boys' School,University of Zimbabwe,University College, Oxford",,David Tapuwa Hatendi,1953-05-22 00:00:00,Businessman,Angelina Hatendi (married 1980–2012),Nyasha Hatendi
732,Clay S. Jenkinson,,1977.0,,,,,,,
733,Randall Kennedy,,1977.0,,,,,,,
734,Michael L%27Estrange,,1976.0,,,,,,,
735,Andrew Michelmore,,1976.0,,,,,,,
736,Ong Teck Chin,,1976.0,,,,,,,
737,Jonathan Ross,cricketer,1977.0,,,,,,,
738,Richard Stengel,,1977.0,Princeton University,BA,,1955-05-02 00:00:00,,Mary Pfaff,2
739,Hubertus van der Vaart,,1977.0,,,,,,,
740,Beth Woods,,1977.0,,,Elizabeth Jean Woods,1955-10-18 00:00:00,,,
741,James Belich,historian,1978.0,,,,,,,
742,Jacques Hurtubise,mathematician,1978.0,,,,,,,
743,Eric Lander,,1978.0,"Princeton University,Wolfson College, Oxford","DPhil,AB,MS",,1957-02-03 00:00:00,,Lori Lander,
744,Anita Mehta,,1978.0,,,,,,,
745,Loyiso Nongxa,,1978.0,"University of Fort Hare,Oxford University",Oxford University,,1953-10-22 00:00:00,,,
746,Evelyn O%27Callaghan,,1978.0,,,,,,,
747,Ann Olivarius,,1978.0,,,,,,,
748,Ba%C5%86uta Rubess,,1978.0,,,,,,,
749,Virginia A. Seitz,,1978.0,,,,,,,
750,Lucy Sichone,,1978.0,,,,,,,
751,Malcolm Turnbull,,1978.0,,,,,,,
752,Doron Weber,,1978.0,,,,,,,
753,Wendy Carlin,,1979.0,,,,,,,
754,Nancy-Ann Min DeParle,,1979.0,,,,,,,
755,James Der Derian,,1979.0,,,,,,,
756,Sandra Fredman,,1979.0,"University of Witwatersrand,University of Oxford",,,,,,
757,Paul Gootenberg,,1979.0,,,,,,,
758,Stephen Gumley,,1979.0,,,,,,,
759,James E. K. Hildreth,,1979.0,,,,,,,
760,Michael Hoffman,director,1979.0,"Boise State University,Oriel College, Oxford",,Michael Lynn Hoffman,1956-11-30 00:00:00,"Film director, writer, producer, painter",,3
761,David Lodge,biologist,1979.0,,,,,,,
762,Robert Maloney,doctor,1979.0,,,,,,,
763,John McCaskill,,1979.0,,,,,,,
764,C. David Naylor,,1979.0,,,,,,,
765,Robin Russin,,1979.0,,,,,,,
766,Stephen K. Burley,,1980.0,,,,,,,
767,L. Gordon Crovitz,,1980.0,,,,,,,
768,Philip Crowe,rugby union,1980.0,,,,,,,
769,Billy Downer,,1980.0,,,,,,,
770,Don Elder,,1980.0,,,,,,,
771,Clark Ervin,,1980.0,"Harvard University,St Catherine's College, Oxford","MA,JD,BA",Clark Kent Ervin,1959-04-01 00:00:00,,,
772,John MacBain,,1980.0,,,,,,,
773,Barry Nalebuff,,1980.0,,,,1958-07-11 00:00:00,,,
774,Max Price,,1980.0,,,,,,,
775,Sivarasa Rasiah,,1980.0,"University of Malaya,University of Oxford",,Sivarasa a/l Rasiah,1956-12-08 00:00:00,"Politician,lawyer",Anne James,
776,Adam Rome,,1980.0,,,,,,,
777,Mortimer Sellers,,1980.0,,,,,,,
778,Elsdon Storey,,1980.0,,,,,,,
779,Marc Tessier-Lavigne,,1980.0,"McGill University,University of Oxford,University College London",University College London,Marc Trevor Tessier-Lavigne,1959-12-18 00:00:00,,,3
780,Andrew Wilkinson,Canadian politician,1980.0,,,,,,,
781,Tony Abbott,,1981.0,,,,,,,
782,Michael H. Albert,,1981.0,,,,,,,
783,Joel Bakan,,1981.0,,,,,,,
784,Daniel C. Esty,,1981.0,,,,,,,
785,Christine French,,1981.0,,,,,,,
786,Bernard Hibbitts,,1981.0,,,,,,,
787,Michelle D. Johnson,,1981.0,,,,,,,
788,Nicholas D. Kristof,,1981.0,,,,,,,
789,Donald Markwell,,1981.0,,,,,,,
790,Elizabeth Sherwood-Randall,,1981.0,"Harvard University,Balliol College, Oxford","DPhil,BA",Elizabeth D. Sherwood,1959-10-04 00:00:00,,Jeffrey Randall,2
791,Simon Upton,,1981.0,,,,1958-02-07 00:00:00,,,
792,Yolande E. Chan,,1982.0,,,,,,,
793,Barton Gellman,,1982.0,,,,,,,
794,Benedict Kingsbury,,1982.0,,,,,,,
795,Bruce Reed,political operative,1982.0,"Princeton University,Lincoln College, Oxford","MPhil,AB",,1960-03-16 00:00:00,,,
796,Ricky L. Waddell,,1982.0,"United States Military Academy,Corpus Christi College, Oxford,Webster University,Columbia University","BS,BA,MPA,PhD",,1959-10-31 00:00:00,,,
797,Heather Wilson,,1982.0,"United States Air Force Academy,Jesus College, Oxford","BS,DPhil,MPhil",Heather Ann Wilson,1960-12-30 00:00:00,,Jay Hone,3
798,Brenda Buttner,,1983.0,"Harvard University,Balliol College, Oxford",BA,,1961-05-22 00:00:00,,Tom Adkins,2 daughters
799,David Celermajer,,1983.0,,,,,,,
800,Charles R. Conn,,1983.0,"Boston University,Balliol College, Oxford,Harvard Business School","Balliol College, Oxford",,1961-08-22 00:00:00,,,
801,Christopher Eisgruber,,1983.0,,,,,,,
802,David Frederick,,1983.0,"University of Pittsburgh,University College, Oxford,University of Texas, Austin","MA,JD,BA,PhD",David Charles Frederick,1961-04-09 00:00:00,,,
803,Bill Halter,,1983.0,,,,,,,
804,Elizabeth Kiss,,1983.0,"Davidson College,Balliol College, Oxford",,,,,,
805,Marvin Krislov,,1983.0,"Yale University,Oxford University",,,1960-08-24 00:00:00,,Amy Ruth Sheon,
806,Mark S. Martins,,1983.0,,,,1960-07-26 00:00:00,,,
807,Lois Quam,,1983.0,,,,,,,
808,David Vitter,,1983.0,"Harvard University,Magdalen College, Oxford,Tulane University","JD,BA",David Bruce Vitter,1961-05-03 00:00:00,,Wendy Vitter,4
809,John Wylie,businessman,1983.0,,,,,,,
810,Dominic Barton,,1984.0,"Brasenose College, Oxford,University of British Columbia","BA,MPhil",,1962-09-14 00:00:00,"Management Consultant,Academic Administrator",,
811,Richard Flanagan,,1984.0,,,,,,,
812,Brian Greene,,1984.0,"Harvard University,BA,Magdalen College, Oxford,DPhil",,Brian Randolph Greene,1963-02-09 00:00:00,,Tracy Day,2
813,Christopher Hedrick,,1984.0,,,,,,,
814,Elizabeth Hollingworth,,1984.0,"University of Western Australia,University of Oxford",,,,"Judge, lawyer",,
815,Raymond Lim,,1984.0,,,,,,,
816,Robert Malley,,1984.0,,,,,,,
817,Hunter Monroe,,1984.0,"Davidson College,BS,University of Oxford,M.Phil.,D.Phil.",,,1962-03-29 00:00:00,Economist,,
818,Christopher J. L. Murray,,1984.0,,,,,,,
819,Nicoli Nattrass,,1984.0,"Stellenbosch University,University of Natal,Oxford University","Oxford University,University of Natal",,,professor,,
820,index.php?title=Gareth Penny&action=edit&redlink=1,,1984.0,,,,,,,
821,Daniel R. Porterfield,,1984.0,,,,,,,
822,Hugh Possingham,,1984.0,"University of Adelaide,BS,Oxford University",,Hugh Phillip Possingham,1962-07-21 00:00:00,,,
823,Catherine Sandoval,,1984.0,,,,,,,
824,Craig Scott,politician,1984.0,"McGill University,University of Oxford,Dalhousie University,London School of Economics",,,1962-03-14 00:00:00,law professor,Kovit Ratchadasri,
825,Sarah Sewall,,1984.0,"Harvard University,New College, Oxford","DPhil,BA,MPhil",,1961-08-21 00:00:00,,Tom Conroy,
826,Graham Steele,,1984.0,,,,1964-07-06 00:00:00,Lawyer,,
827,George Stephanopoulos,,1984.0,"Columbia University,Balliol College, Oxford","MA,BA",,1961-02-10 00:00:00,,Ali Wentworth,2
828,Kevin Thurm,,1984.0,,,,1961-04-05 00:00:00,,,
829,Michael Kilborn,,1985.0,"University of New South Wales,St John's College, Oxford",,Michael John Kilborn,1962-09-20 00:00:00,"Cardiologist,electrophysiologist",,
830,David Kirk,,1985.0,,,,,,,
831,Peter Rathjen,,1985.0,University of Adelaide,,,1964-02-12 00:00:00,"Biochemist,academic",,
832,Naomi Wolf,,1985.0,"Yale University,New College, Oxford","DPhil,BA",,1962-11-12 00:00:00,author and political consultant,,2
833,Alec Cameron,academic,1986.0,,,,,,,
834,Chen Show Mao,,1986.0,"Bachelor of Arts,Master of Arts,Juris Doctor,Harvard University,University of Oxford,Stanford University",,,1961-02-06 00:00:00,"politician, lawyer",,3
835,Bryan Horrigan,,1986.0,,,,,,,
836,Eric Hoskins,,1986.0,"McMaster University,Balliol College, Oxford,[1],London School of Hygiene & Tropical Medicine",,Eric William Hoskins,1960-11-29 00:00:00,"Physician,politician,humanitarian",Samantha Nutt,
837,Maurice Jones,,1986.0,"Hampden-Sydney College,St. John's College, Oxford,University of Virginia","JD,BA,MPhil",Maurice Antonia Jones,1964-09-14 00:00:00,,Lisa Smith,
838,Vivian Lee,,1986.0,,,,,,,
839,Michael McFaul,,1986.0,"Stanford University,St John's College, Oxford","MA,DPhil,BA",Michael Anthony McFaul,1963-10-01 00:00:00,,Donna Norton,2
840,Elliott Portnoy,,1986.0,,,,,,,
841,Mahesh Rangarajan,,1986.0,"St. Columba's School, Delhi,Hindu College, University of Delhi,Oxford University",,,1964-04-22 00:00:00,,,
842,Susan Rice,,1986.0,,,,,,,
843,Ben Sherwood,,1986.0,"Harvard University,Magdalen College, Oxford","BA,MSt,MS",Benjamin Berkley Sherwood,1964-02-12 00:00:00,"Author, journalist, entrepreneur",Karen Kehela (m. 2003),2
844,Bonnie St. John,,1986.0,,,,,,,
845,Joe Torsella,,1986.0,University of Pennsylvania,BA,,1963-10-08 00:00:00,,Carolyn Short,4
846,Wilhelm Verwoerd,,1986.0,"Stellenbosch University,University of Oxford,University of Johannesburg",,,1964-02-21 00:00:00,,Melanie Verwoerd,
847,Michael Barr,Treasury official,1987.0,,,,,,,
848,David Chalmers,,1987.0,"University of Adelaide,Lincoln College, Oxford,Indiana University Bloomington",,David John Chalmers,1966-04-20 00:00:00,,,
849,Sarah Cleveland,,1987.0,"Brown University,Oxford University,Yale Law School",Yale Law School,,,Law professor,,
850,James Collins,bioengineer,1987.0,,,,,,,
851,Elizabeth M. Cousens,,1987.0,,,,,,,
852,Merlin Crossley,,1987.0,,,,,,,
853,Atul Gawande,,1987.0,"Stanford University,Balliol College, Oxford,Harvard University","MA,MD,BA,MPH,BS",,1965-11-05 00:00:00,,,
854,Sagarika Ghose,,1987.0,"St. Stephen's College, Delhi,Magdalen College, Oxford,St Antony's College, Oxford","BA,MPhil",,1964-11-08 00:00:00,Journalist,Rajdeep Sardesai,
855,Asher Lopatin,,1987.0,,,,,,,
856,Sylvia Mathews Burwell,,1987.0,"Harvard University,Worcester College, Oxford",BA,Sylvia Mary Mathews,1965-06-23 00:00:00,,Stephen Burwell,2
857,Simon Palfrey,,1987.0,,,,,,,
858,Patrick Pichette,,1987.0,,,,,,,
859,David Polkinghorne,cricketer,1987.0,,,,,,,
860,Brett Scharffs,,1987.0,"Georgetown University,B.S.B.A.,M.A.,Oxford University,B.Phil.,Yale Law School,JD",,,,Law professor,,
861,John Tien,,1987.0,,,,,,,
862,Ute Wartenberg,,1987.0,,,,,,,
863,Andrew Wee,,1987.0,,,,,,,
864,Jacob Weisberg,,1987.0,,,,,,,
865,Jennifer Welsh,,1987.0,,,,,,,
866,Ngaire Woods,,1987.0,,,,,,,
867,Kathryn Brown,,1988.0,"Balliol College, Oxford,Birkbeck, University of London",,,,,Alan Thomas (philosopher),
868,Knute Buehler,,1988.0,,,,,,,
869,Sanjay Chauhan,cricketer,1988.0,,,,,,,
870,John Devereux,academic,1988.0,,,,,,,
871,Richard Drayton,,1988.0,,,,,,,
872,Ceri Evans,,1988.0,,,,,,,
873,Bryan Hassel,,1988.0,,,,,,,
874,Jim Himes,,1988.0,"Harvard University,St Edmund Hall, Oxford","MPhil,AB",James Andrew Himes,1966-07-05 00:00:00,,Mary Scott,2
875,Caroline Hoxby,,1988.0,,,,,,,
876,John Nagl,,1988.0,"United States Military Academy,Oxford University","DPhil,BA,MPhil",,1966-02-28 00:00:00,,,
877,Ann Nicholson,,1988.0,,,,,,,
878,Jonathan Wilkinson,,1988.0,"University of Saskatchewan,McGill University",B.A.,,1965-06-11 00:00:00,,,
879,Paul O. Carrese,,1989.0,,,,,,,
880,Brad Carson,,1989.0,"Baylor University,Trinity College, Oxford,University of Oklahoma","MA,JD,BA",,1967-03-11 00:00:00,,Julie Carson,
881,Anna Donald,,1989.0,,,,,,,
882,Katherine Eban,,1989.0,,,,,,,
883,Christopher Ashley Ford,,1989.0,,,,,,,
884,Brad Hoylman,,1989.0,"West Virginia University,Exeter College, Oxford,Harvard University","JD,BA,MPhil",,1965-10-27 00:00:00,,David Sigal (m. 2013),2
885,Tom Malinowski,,1989.0,"University of California, Berkeley,St Antony's College, Oxford","BA,MPhil",,1965-09-23 00:00:00,,,1
886,Maureen N. McLane,,1989.0,,,,,,,
887,Michael McCullough,entrepreneur,1989.0,,,,,,,
888,Jay Rubenstein,,1989.0,,,,,,,
889,John Tasioulas,,1989.0,,,,,,,
890,Danielle Clode,,1990.0,,,,,,,
891,Jen Easterly,,1990.0,,,,,,,
892,Michael Szonyi,,1990.0,,,,,,,
893,Martina Vandenberg,,1990.0,,,,,,,
894,Tara Welch,,1990.0,"University of Southern California,Oxford University,University of California, Los Angeles","MA,BA,Ph.D.",,,Classics,,
895,Rufus Black,,1991.0,,,,,,,
896,David Coleman,education,1991.0,,,,,,,
897,Jeff Dolven,,1991.0,"Yale University,University of Oxford",,,,"Academic, poet",,
898,Chrystia Freeland,,1991.0,"Harvard University,St Antony's College, Oxford","BA,MSt",Christina Alexandra Freeland,1968-08-02 00:00:00,,Graham Bowley,3
899,Peter Blair Henry,,1991.0,,,,,,,
900,Christopher B. Howard,,1991.0,"United States Air Force Academy,Oxford University,Harvard Business School",,,1969-02-12 00:00:00,,Barbara Noble Howard,Cohen Howard
901,Edward Iacobucci,,1991.0,"Queen's University,St. John's College, Oxford,University of Toronto","LLB,BA,MPhil",,,,,
902,Goodwin Liu,,1991.0,"Stanford University,Lady Margaret Hall, Oxford,Yale University","BS,JD,MPhil",Goodwin Hon Liu,1970-10-19 00:00:00,,Ann M. O%27Leary,2
903,Arthur Mutambara,,1991.0,"University of Zimbabwe,Merton College, Oxford",,,1966-05-25 00:00:00,,,
904,Greg Pak,,1991.0,,,,,,,
905,Jeff Shesol,,1991.0,,,,,"Author, cartoonist, historian, speechwriter",,
906,Leonard P. Stark,,1991.0,"University of Delaware,Magdalen College, Oxford,Yale University","MA,JD,DPhil,BA,BS",Leonard Philip Stark,1969-07-05 00:00:00,,,
907,Angus Taylor,politician,1991.0,"The King's School, Parramatta,University of Sydney,New College, Oxford",,,1966-09-30 00:00:00,Politician,Louise Clegg,
908,Kenji Yoshino,,1991.0,"Harvard University,Magdalen College, Oxford,Yale University","JD,BA,MSc",,1969-05-01 00:00:00,,,
909,Arash Abizadeh,,1992.0,"University of Winnipeg,University of Oxford,Harvard University",Harvard University,,,,,
910,Cory Booker,,1992.0,,,,,,,
911,Jonah Edelman,,1992.0,,,Jonah Martin Edelman,1970-10-09 00:00:00,Stand for Children,,
912,Noah Feldman,,1992.0,"Harvard University,Christ Church, Oxford,Yale University","JD,DPhil,BA",Noah R. Feldman,1970-05-22 00:00:00,,,
913,Nikolas Gvosdev,,1992.0,,,,,,,
914,Marnie Hughes-Warrington,,1992.0,,,,,,,
915,Bobby Jindal,,1992.0,Brown University,BS,Piyush Jindal,1971-06-10 00:00:00,,Supriya Jolly,3
916,Marc Lipsitch,,1992.0,,,,,,,
917,Neel Mukherjee,writer,1992.0,,,,,,,
918,Richard Primus,,1992.0,,,,,,,
919,Tracy Robinson,,1992.0,,,,,,,
920,Sanjeev Sanyal,,1992.0,,,,,,,
921,Catherine Sharkey,,1992.0,,,,,,,
922,Bob Sternfels,,1992.0,,,,,,,
923,Jack Turner,writer,1992.0,,,,,,,
924,Dmitri Tymoczko,,1992.0,,,,,,,
925,Peter Beinart,,1993.0,,,,,,,
926,Carellin Brooks,,1993.0,,,,,,,
927,Mahmood Farooqui,,1993.0,,,,,,,
928,Taylor Fravel,,1993.0,,,,,,,
929,Eric Garcetti,,1993.0,Columbia University,"BA,MIA",Eric Michael Garcetti,1971-02-04 00:00:00,,Amy Wakeland,1
930,Stephen L. Morgan,,1993.0,,,,,,,
931,Siddhartha Mukherjee,,1993.0,"Stanford University,BS,Magdalen College, Oxford,DPhil,Harvard University,MD",,,1970-07-21 00:00:00,,Sarah Sze,2
932,Niles Pierce,,1993.0,,,,,,,
933,Gina Raimondo,,1993.0,,,,,,,
934,Faith Salie,,1993.0,"Harvard University,Magdalen College, Oxford","MPhil,AB",,1971-04-14 00:00:00,"writer,radio host,television personality,television presenter",Nick Holly,2
935,Randy Boissonnault,,1994.0,,,Randy Paul Andrew Boissonnault,1970-07-14 00:00:00,,,
936,Attila Brungs,,1994.0,,,,,,,
937,Lisa Gorton,,1994.0,,,,,,,
938,Randal Pinkett,,1994.0,,,,,,,
939,Geraldine Wright,,1994.0,"University of Wyoming,University of Oxford",,,,,,
940,Andrew Zawacki,,1994.0,,,,,,,
941,Jenny Cooper,lawyer,1995.0,,,,,,,
942,Drew Hansen,,1995.0,,,,,,,
943,Benjamin Jones,economist,1995.0,,,,,,,
944,Desmond Koh,,1995.0,,,,,,,
945,Rachel Maddow,,1995.0,,,,,,,
946,Audri Mukhopadhyay,,1995.0,,,,,,,
947,Cristina M. Rodr%C3%ADguez,,1995.0,,,,,,,
948,Jonny Steinberg,,1995.0,,,,1970-03-22 00:00:00,,,
949,Brenton Brown,,1996.0,,,,,,,
950,Byron Byrne,,1996.0,,,,,,,
951,Vahni Capildeo,,1996.0,,,,,,,
952,Mark Embree,,1996.0,"University of Oxford,Virginia Tech",,,,,,
953,Michelle Gavin,,1996.0,,,,,,,
954,Eric Greitens,,1996.0,,,,,,,
955,Lisa Grushcow,,1996.0,,,,,,,
956,Rosemary Langford,,1996.0,,,,,,,
957,Nicholas Pirihi,,1996.0,,,,,,,
958,Lavanya Rajamani,,1996.0,"National Law School,Hertford College, Oxford,Yale University","BCL,LLM,LLB,BA,DPhil",,,,,
959,Anasuya Sengupta,,1996.0,,,,,,,
960,Alexander Straub,entrepreneur,1996.0,,,,1972-06-14 00:00:00,"Investor,Entrepreneur",,
961,Simon Chesterman,,1997.0,,,,,,,
962,David Eadie,,1997.0,,,,,,,
963,Michael Fullilove,,1997.0,,,,,,,
964,Ross Garland,,1997.0,,,,,,,
965,Simon Hollingsworth,,1997.0,,,,,,,
966,Tali Farhadian Weinstein,,1997.0,,,,,,,
967,Maryana Iskander,,1997.0,"Rice University,Trinity College, Oxford,Yale Law School",,ماريانا إسكندر,1975-09-01 00:00:00,"Social entrepreneur, lawyer",,
968,Ben Jealous,,1997.0,"Columbia University,St Antony's College, Oxford","BA,MSc",Benjamin Todd Jealous,1973-01-18 00:00:00,,Lia Epperson,2
969,Nils Ole Oermann,,1996.0,,,,,,,
970,Pardis Sabeti,,1997.0,"Massachusetts Institute of Technology,New College, Oxford,Harvard University","BS,MD,PhD,MS",Pardis Christine Sabeti,1975-12-25 00:00:00,,,
971,Damon Salesa,,1997.0,"Oriel College, Oxford",,Damon Ieremia Salesa,1972-12-30 00:00:00,,Jenny Salesa,
972,Annette Salmeen,,1997.0,,,,,,,
973,D. John Sauer,,1997.0,"Duke University,Oxford University,University of Notre Dame,Harvard Law School","MA,BSE,BA,JD",Dean John Sauer,1974-11-13 00:00:00,,,
974,James Edelman,,1998.0,"University of Western Australia,Murdoch University,Magdalen College, Oxford",,James Joshua Edelman,1974-01-09 00:00:00,,,
975,Bryan S. Graham,,1998.0,"Tufts University,Australian National University,University of Oxford,Harvard University",,,,"Economist, professor",,
976,Menaka Guruswamy,,1998.0,"University of Oxford,Harvard Law School,National Law School of India University",,,1974-11-27 00:00:00,"Senior Advocate,Supreme Court of India",,
977,Patrick Hayden,scientist,1998.0,,,,,,,
978,C. Raj Kumar,,1998.0,,,,,,,
979,Eboo Patel,,1998.0,,,,,,,
980,Noam Scheiber,,1998.0,,,,,,,
981,Micah Schwartzman,,1998.0,,,,,,,
982,Rachel Simmons,,1998.0,,,,,,,
983,Dhananjayan Sriskandarajah,,1998.0,"University of Sydney,University of Oxford",University of Oxford,,,,Suzanne Lambert,
984,Jake Sullivan,,1998.0,"Yale University,Magdalen College, Oxford","JD,BA,MPhil",Jacob Jeremiah Sullivan,1976-11-28 00:00:00,,Margaret Goodlander,
985,John Tye,whistleblower,1998.0,,,,,,,
986,Antonio Delgado,politician,1999.0,,,,,,,
987,Jonathan Finer,,1999.0,,,,,,,
988,Mary Anne Franks,,1999.0,"Loyola University New Orleans,Oxford University,Harvard University",,,,,,
989,Marc Kielburger,,1999.0,,,,,,,
990,Robert McGill,writer,1999.0,,,,,,,
991,Aly Kassam-Remtulla,,1999.0,,,,,,,
992,Beth Shapiro,,1999.0,,,,,,,
993,Calvin Thigpen,,1999.0,,,,,,,
994,Ben Cannon,,2000.0,,,,,,,
995,Neil Hanchard,,2000.0,,,,,,,
996,Cameron Hepburn,,2000.0,,,,,,,
997,Craig Mullaney,,2000.0,,,,,,,
998,Meghana Narayan,,2000.0,,,,,,,
999,Fasi Zaka,,2000.0,,,,,,,
1000,Luke Bronin,,2001.0,"Yale University,Balliol College, Oxford","JD,BA,MSc",Luke Aaron Bronin,1979-06-30 00:00:00,,Sara Bronin,3
1001,Sara Bronin,,2001.0,,,,,,,
1002,Karen-Mae Hill,,2001.0,,,,,,,
1003,Sarah Stewart Johnson,,2001.0,,,,,,,
1004,Wes Moore,,2001.0,,,,,,,
1005,Alex Wyatt,"cricketer, born 1976",2001.0,,,,,,,
1006,Stephen Daley,,2002.0,,,,,,,
1007,Lillian Pierce,,2002.0,,,,,,,
1008,Rob Porter,,2002.0,"Harvard University,New College, Oxford","JD,BA,MPhil",Robert Roger Porter,1977-10-25 00:00:00,,Colbie Holderness,
1009,Thum Ping Tjin,,2002.0,"University of Oxford,Harvard University",,,1979-12-17 00:00:00,,,
1010,Chesa Boudin,,2003.0,"Yale University,St Antony's College, Oxford","JD,BA,MPhil,MS",,1980-08-21 00:00:00,,,
1011,Jeremy England,,2003.0,,,,,,,
1012,Cyrus Habib,,2003.0,"Columbia University,St John's College, Oxford,Yale University","JD,BA,MLitt",Kamyar Cyrus Habib,1981-08-22 00:00:00,,,
1013,Jonah Lehrer,,2003.0,"Columbia University,Wolfson College,Oxford","Oxford,Wolfson College",,1981-06-25 00:00:00,"blogger, book author",,
1014,Jessica Melbourne-Thomas,,2003.0,"University of Tasmania,University of Oxford",,,,,,
1015,Sasha Polakow-Suransky,,2003.0,"Brown University,Oxford University",,,1979-04-03 00:00:00,Investigative journalist,,
1016,Devi Sridhar,,2003.0,,,,,,,
1017,Cyril Almeida,,2004.0,,,,,,,
1018,Cristina A. Bejan,,2004.0,,,,,,,
1019,Jared Cohen,,2004.0,"Stanford University,Oxford University",,Jared Andrew Cohen,1981-11-24 00:00:00,,Rebecca Zubaty,
1020,Bethany Ehlmann,,2004.0,,,,,,,
1021,Tope Folarin,,2004.0,,,,,,,
1022,Jennifer M. Harris,,2004.0,,,,,,,
1023,Pete Buttigieg,,2005.0,,,,,,,
1024,Melissa Dell,,2005.0,,,,,,,
1025,Catherine Frieman,,2005.0,,,,,,,
1026,Andy Kim,politician,2005.0,,,,,,,
1027,Neil Kruger,,2005.0,,,,,,,
1028,Atishi Marlena,,2005.0,,,,,,,
1029,Tucker Murphy,,2005.0,,,,,,,
1030,K. Sabeel Rahman,,2005.0,,,,,,,
1031,Garrett Johnson,,2006.0,,,,,,,
1032,Rosara Joseph,,2006.0,,,,,,,
1033,Jennifer Robinson,lawyer,2006.0,,,,,,,
1034,Amia Srinivasan,,2007.0,"Yale University,Corpus Christi College, Oxford","DPhil,BA,BPhil",,1984-12-20 00:00:00,,,
1035,Holly Walker,,2007.0,"University of Otago,Oxford University",,,1982-11-15 00:00:00,,David Haines,2
1036,Leana Wen,,2007.0,"California State University, Los Angeles,Washington University,Oxford University","BS,MSc,MA,MD",Wen Linyan,1983-01-27 00:00:00,,Sebastian Walker,2
1037,Ren%C3%A9e Hlo%C5%BEek,,2008.0,,,,,,,
1038,Abdul El-Sayed,,2009.0,"University of Michigan,Oriel College, Oxford,Columbia University","BS,MD,PhD,MA",Abdulrahman Mohamed El-Sayed,1984-10-31 00:00:00,,Sarah Jukaku,
1039,Kingwa Kamencu,,2009.0,,,,,,,
1040,Nanjala Nyabola,,2009.0,"University of Birmingham,University of Oxford,Harvard Law School",,,,"Writer, Political Analyst",,
1041,Myron Rolle,,2009.0,,,,,,,
1042,Abigail Seldin,,2009.0,,,,,,,
1043,Raph Graybill,,2010.0,"Columbia University,Magdalen College, Oxford,Yale University","JD,BA,MPhil",Raphael Jeffrey Carlisle Graybill,1989-02-20 00:00:00,,Marisa Franklin,
1044,Mari Rabie,,2010.0,,,,,,,
1045,Gautam Bhatia,lawyer,2011.0,,,,,,,
1046,Varun Sivaram,,2011.0,,,,,,,
1047,Ronan Farrow,,2012.0,,,,,,,
1048,Joy Buolamwini,,2013.0,,,,,,,
1049,Shamma Al Mazrui,,2014.0,,,,,Politician,,
1050,Ntokozo Qwabe,,2014.0,,,,,,,
1051,L%C3%A9o Bureau-Blouin,,2016.0,,,,,,,
1052,Sherona Forrester,,2016.0,,,,,,,
1053,Maike van Niekerk,,2017.0,,,,,,,
1054,Ren Naying,,2016.0,"Tsinghua University,Linacre College, Oxford",,,,Student and LGBT activist,,
